질병코드,한글명,영문명,카테고리
E12.31,망막내 미세혈관이상(출혈(반점)(둥근)(작은))을 동반한 1형 영양실조-관련 당뇨병(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with intraretinal microvascular abnormality(IRMA) , hemorrhage(blotchy)(round)(small)(H36.0*)",당뇨
E12.31,망막내 미세혈관이상(출혈(반점)(둥근)(작은))을 동반한 2형 영양실조-관련 당뇨병(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with intraretinal microvascular abnormality(IRMA) , hemorrhage(blotchy)(round)(small)(H36.0*)",당뇨
E12.31,망막내 미세혈관이상(출혈(반점)(둥근)(작은))을 동반한 영양실조-관련 당뇨병(H36.0*),"Malnutrition-related diabetes mellitus, with intraretinal microvascular abnormality(IRMA) , hemorrhage(blotchy)(round)(small)(H36.0*)",당뇨
E12.31,망막내 미세혈관이상(허혈)을 동반한 1형 영양실조-관련 당뇨병(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with intraretinal microvascular abnormality(IRMA) , ischemia(H36.0*)",당뇨
E12.31,망막내 미세혈관이상(허혈)을 동반한 2형 영양실조-관련 당뇨병(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with intraretinal microvascular abnormality(IRMA) , ischemia(H36.0*)",당뇨
E12.31,망막내 미세혈관이상(허혈)을 동반한 영양실조-관련 당뇨병(H36.0*),"Malnutrition-related diabetes mellitus, with intraretinal microvascular abnormality(IRMA) , ischemia(H36.0*)",당뇨
E12.32,당뇨병성 증식성 망막병증을 동반한 영양실조-관련 당뇨병(H36.0*),"Malnutrition-related diabetes mellitus, with diabetic proliferative retinopathy(H36.0*)",당뇨
E12.32,당뇨병성 증식성 망막병증을 동반한 1형 영양실조-관련 당뇨병(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with diabetic proliferative retinopathy(H36.0*)",당뇨
E12.32,당뇨병성 증식성 망막병증을 동반한 2형 영양실조-관련 당뇨병(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with diabetic proliferative retinopathy(H36.0*)",당뇨
E12.32,망막의 견인을 동반한 1형 영양실조-관련 당뇨병(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with retinal traction(H36.0*)",당뇨
E12.32,망막의 견인을 동반한 2형 영양실조-관련 당뇨병(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with retinal traction(H36.0*)",당뇨
E12.32,망막의 견인을 동반한 영양실조-관련 당뇨병(H36.0*),"Malnutrition-related diabetes mellitus, with retinal traction(H36.0*)",당뇨
E12.32,망막전출혈을 동반한 1형 영양실조-관련 당뇨병(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with preretinal haemorrhage(H36.0*)",당뇨
E12.32,망막전출혈을 동반한 2형 영양실조-관련 당뇨병(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with preretinal haemorrhage(H36.0*)",당뇨
E12.32,망막전출혈을 동반한 영양실조-관련 당뇨병(H36.0*),"Malnutrition-related diabetes mellitus, with preretinal haemorrhage(H36.0*)",당뇨
E12.32,유리체출혈을 동반한 1형 영양실조-관련 당뇨병(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with vitreous haemorrhage(H36.0*)",당뇨
E12.32,유리체출혈을 동반한 2형 영양실조-관련 당뇨병(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with vitreous haemorrhage(H36.0*)",당뇨
E12.32,유리체출혈을 동반한 영양실조-관련 당뇨병(H36.0*),"Malnutrition-related diabetes mellitus, with vitreous haemorrhage(H36.0*)",당뇨
E12.32,혈관신생을 동반한 1형 영양실조-관련 당뇨병(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with new vessel formation (neovascularization)(H36.0*)",당뇨
E12.32,혈관신생을 동반한 2형 영양실조-관련 당뇨병(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with new vessel formation (neovascularization)(H36.0*)",당뇨
E12.32,혈관신생을 동반한 영양실조-관련 당뇨병(H36.0*),"Malnutrition-related diabetes mellitus, with new vessel formation (neovascularization)(H36.0*)",당뇨
E12.33,기타 및 상세불명의 망막병증을 동반한 영양실조-관련 당뇨병(H36.0*),"Malnutrition-related diabetes mellitus, with other and unspecified retinopathy(H36.0*)",당뇨
E12.33,기타 및 상세불명의 망막병증을 동반한 1형 영양실조-관련 당뇨병(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with other and unspecified retinopathy(H36.0*)",당뇨
E12.33,기타 및 상세불명의 망막병증을 동반한 2형 영양실조-관련 당뇨병(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with other and unspecified retinopathy(H36.0*)",당뇨
E12.33,망막 경성 삼출물을 동반한 1형 영양실조-관련 당뇨병(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with retinal hard exudate(H36.0*)",당뇨
E12.33,망막 경성 삼출물을 동반한 2형 영양실조-관련 당뇨병(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with retinal hard exudate(H36.0*)",당뇨
E12.33,망막 경성 삼출물을 동반한 영양실조-관련 당뇨병(H36.0*),"Malnutrition-related diabetes mellitus, with retinal hard exudate(H36.0*)",당뇨
E12.33,망막미세동맥류를 동반한 1형 영양실조-관련 당뇨병(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with retinal microaneurysms(H36.0*)",당뇨
E12.33,망막미세동맥류를 동반한 2형 영양실조-관련 당뇨병(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with retinal microaneurysms(H36.0*)",당뇨
E12.33,망막미세동맥류를 동반한 영양실조-관련 당뇨병(H36.0*),"Malnutrition-related diabetes mellitus, with retinal microaneurysms(H36.0*)",당뇨
E12.33,망막병증을 동반한 1형 영양실조-관련 당뇨병 NOS(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with retinopathy NOS(H36.0*)",당뇨
E12.33,망막병증을 동반한 2형 영양실조-관련 당뇨병 NOS(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with retinopathy NOS(H36.0*)",당뇨
E12.33,망막병증을 동반한 영양실조-관련 당뇨병 NOS(H36.0*),"Malnutrition-related diabetes mellitus, with retinopathy NOS(H36.0*)",당뇨
E12.33,망막비후를 동반한 1형 영양실조-관련 당뇨병(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with retinal thickening(H36.0*)",당뇨
E12.33,망막비후를 동반한 2형 영양실조-관련 당뇨병(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with retinal thickening(H36.0*)",당뇨
E12.33,망막비후를 동반한 영양실조-관련 당뇨병(H36.0*),"Malnutrition-related diabetes mellitus, with retinal thickening(H36.0*)",당뇨
E12.33,망막출혈(점-얼룩)(불꽃모양)을 동반한 1형 영양실조-관련 당뇨병(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with retinal haemorrhage (dot and blot)(flame-shaped)(H36.0*)",당뇨
E12.33,망막출혈(점-얼룩)(불꽃모양)을 동반한 2형 영양실조-관련 당뇨병(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with retinal haemorrhage (dot and blot)(flame-shaped)(H36.0*)",당뇨
E12.33,망막출혈(점-얼룩)(불꽃모양)을 동반한 영양실조-관련 당뇨병(H36.0*),"Malnutrition-related diabetes mellitus, with retinal haemorrhage (dot and blot)(flame-shaped)(H36.0*)",당뇨
E12.33,황반병증(고리모양의)(허혈성)을 동반한 1형 영양실조-관련 당뇨병(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with maculopathy (circinate)(ischaemic)(H36.0*)",당뇨
E12.33,황반병증(고리모양의)(허혈성)을 동반한 2형 영양실조-관련 당뇨병(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with maculopathy (circinate)(ischaemic)(H36.0*)",당뇨
E12.33,황반병증(고리모양의)(허혈성)을 동반한 영양실조-관련 당뇨병(H36.0*),"Malnutrition-related diabetes mellitus, with maculopathy (circinate)(ischaemic)(H36.0*)",당뇨
E12.33,황반부종(국소성)(전반적)(망막내)을 동반한 1형 영양실조-관련 당뇨병(H36.0*),"Type 1 malnutrition- related diabetes mellitus, with macular oedema(focal)(generalized)(intraretinal)(H36.0*)",당뇨
E12.33,황반부종(국소성)(전반적)(망막내)을 동반한 2형 영양실조-관련 당뇨병(H36.0*),"Type 2 malnutrition- related diabetes mellitus, with macular oedema(focal)(generalized)(intraretinal)(H36.0*)",당뇨
E12.33,황반부종(국소성)(전반적)(망막내)을 동반한 영양실조-관련 당뇨병(H36.0*),"Malnutrition-related diabetes mellitus, with macular oedema(focal)(generalized)(intraretinal)(H36.0*)",당뇨
E12.34,당뇨병성 백내장을 동반한 영양실조-관련 당뇨병(H28.0*),"Malnutrition-related diabetes mellitus, with diabetic cataract(H28.0*)",당뇨
E12.34,당뇨병성 백내장을 동반한 1형 영양실조-관련 당뇨병(H28.0*),"Type 1 malnutrition- related diabetes mellitus, with diabetic cataract(H28.0*)",당뇨
E12.34,당뇨병성 백내장을 동반한 2형 영양실조-관련 당뇨병(H28.0*),"Type 2 malnutrition- related diabetes mellitus, with diabetic cataract(H28.0*)",당뇨
E12.38,기타 및 상세불명의 눈합병증을 동반한 영양실조-관련 당뇨병,"Malnutrition-related diabetes mellitus, with other and unspecified ophthalmic complication",당뇨
E12.38,기타 및 상세불명의 눈합병증을 동반한 1형 영양실조-관련 당뇨병,"Type 1 malnutrition- related diabetes mellitus, with other and unspecified ophthalmic complication",당뇨
E12.38,기타 및 상세불명의 눈합병증을 동반한 2형 영양실조-관련 당뇨병,"Type 2 malnutrition- related diabetes mellitus, with other and unspecified ophthalmic complication",당뇨
E12.4,신경학적 합병증을 동반한 영양실조-관련 당뇨병,"Malnutrition-related diabetes mellitus, with neurological complications",당뇨
E12.4 ,신경학적 합병증을 동반한 1형 영양실조-관련 당뇨병,"Type 1 malnutrition- related diabetes mellitus, with neurological complications",당뇨
E12.4 ,신경학적 합병증을 동반한 2형 영양실조-관련 당뇨병,"Type 2 malnutrition- related diabetes mellitus, with neurological complications",당뇨
E12.40,당뇨병성 단일신경병증을 동반한 영양실조-관련 당뇨병,"Malnutrition-related diabetes mellitus, with diabetic mononeuropathy",당뇨
E12.40,당뇨병성 단일신경병증을 동반한 1형 영양실조-관련 당뇨병,"Type 1 malnutrition- related diabetes mellitus, with diabetic mononeuropathy",당뇨
E12.40,당뇨병성 단일신경병증을 동반한 2형 영양실조-관련 당뇨병,"Type 2 malnutrition- related diabetes mellitus, with diabetic mononeuropathy",당뇨
E12.40,근무력증후군을 동반한 1형 영양실조-관련 당뇨병(G73.0*),"Type 1 malnutrition- related diabetes mellitus, with myasthenic syndrome(G73.0*)",당뇨
E12.40,근무력증후군을 동반한 2형 영양실조-관련 당뇨병(G73.0*),"Type 2 malnutrition- related diabetes mellitus, with myasthenic syndrome(G73.0*)",당뇨
E12.40,근무력증후군을 동반한 영양실조-관련 당뇨병(G73.0*),"Malnutrition-related diabetes mellitus, with myasthenic syndrome(G73.0*)",당뇨
E12.40,근위축을 동반한 1형 영양실조-관련 당뇨병(G73.0*),"Type 1 malnutrition- related diabetes mellitus, with amyotrophy(G73.0*)",당뇨
E12.40,근위축을 동반한 2형 영양실조-관련 당뇨병(G73.0*),"Type 2 malnutrition- related diabetes mellitus, with amyotrophy(G73.0*)",당뇨
E12.40,근위축을 동반한 영양실조-관련 당뇨병(G73.0*),"Malnutrition-related diabetes mellitus, with amyotrophy(G73.0*)",당뇨
E12.40,"뇌신경마비 - Ⅲ(동안), Ⅵ(외전)를 동반한 1형 영양실조-관련 당뇨병(G59.0*)","Type 1 malnutrition- related diabetes mellitus, with cranial nerve palsy-Ⅲ(oculomotor), Ⅵ(abducens)(G59.0*)",당뇨
E12.40,"뇌신경마비 - Ⅲ(동안), Ⅵ(외전)를 동반한 2형 영양실조-관련 당뇨병(G59.0*)","Type 2 malnutrition- related diabetes mellitus, with cranial nerve palsy-Ⅲ(oculomotor), Ⅵ(abducens)(G59.0*)",당뇨
E12.40,"뇌신경마비 - Ⅲ(동안), Ⅵ(외전)를 동반한 영양실조-관련 당뇨병(G59.0*)","Malnutrition-related diabetes mellitus, with cranial nerve palsy-Ⅲ(oculomotor), Ⅵ(abducens)(G59.0*)",당뇨
E12.40,다발성 단일신경염을 동반한 1형 영양실조-관련 당뇨병(G59.0*),"Type 1 malnutrition- related diabetes mellitus, with mononeuritis multiplex(G59.0*)",당뇨
E12.40,다발성 단일신경염을 동반한 2형 영양실조-관련 당뇨병(G59.0*),"Type 2 malnutrition- related diabetes mellitus, with mononeuritis multiplex(G59.0*)",당뇨
E12.40,다발성 단일신경염을 동반한 영양실조-관련 당뇨병(G59.0*),"Malnutrition-related diabetes mellitus, with mononeuritis multiplex(G59.0*)",당뇨
E12.40,단일신경병증을 동반한 1형 영양실조-관련 당뇨병(G59.0*),"Type 1 malnutrition- related diabetes mellitus, with mononeuropathy(G59.0*)",당뇨
E12.40,단일신경병증을 동반한 2형 영양실조-관련 당뇨병(G59.0*),"Type 2 malnutrition- related diabetes mellitus, with mononeuropathy(G59.0*)",당뇨
E12.40,단일신경병증을 동반한 영양실조-관련 당뇨병(G59.0*),"Malnutrition-related diabetes mellitus, with mononeuropathy(G59.0*)",당뇨
E12.40,대퇴신경병증을 동반한 1형 영양실조-관련 당뇨병(G59.0*),"Type 1 malnutrition- related diabetes mellitus, with femoral neuropathy(G59.0*)",당뇨
E12.40,대퇴신경병증을 동반한 2형 영양실조-관련 당뇨병(G59.0*),"Type 2 malnutrition- related diabetes mellitus, with femoral neuropathy(G59.0*)",당뇨
E12.40,대퇴신경병증을 동반한 영양실조-관련 당뇨병(G59.0*),"Malnutrition-related diabetes mellitus, with femoral neuropathy(G59.0*)",당뇨
E12.40,"신경뿌리병증 - 흉부, 몸통을 동반한 1형 영양실조-관련 당뇨병(G59.0*)","Type 1 malnutrition- related diabetes mellitus, with radiculopathy - thoracic, truncal(G59.0*)",당뇨
E12.40,"신경뿌리병증 - 흉부, 몸통을 동반한 2형 영양실조-관련 당뇨병(G59.0*)","Type 2 malnutrition- related diabetes mellitus, with radiculopathy - thoracic, truncal(G59.0*)",당뇨
E12.40,"신경뿌리병증 - 흉부, 몸통을 동반한 영양실조-관련 당뇨병(G59.0*)","Malnutrition-related diabetes mellitus, with radiculopathy - thoracic, truncal(G59.0*)",당뇨
E12.40,안근마비를 동반한 1형 영양실조-관련 당뇨병(G59.0*),"Type 1 malnutrition- related diabetes mellitus, with ophthalmoplegia(G59.0*)",당뇨
E12.40,안근마비를 동반한 2형 영양실조-관련 당뇨병(G59.0*),"Type 2 malnutrition- related diabetes mellitus, with ophthalmoplegia(G59.0*)",당뇨
E12.40,안근마비를 동반한 영양실조-관련 당뇨병(G59.0*),"Malnutrition-related diabetes mellitus, with ophthalmoplegia(G59.0*)",당뇨
E12.40,중증근무력증을 동반한 1형 영양실조-관련 당뇨병(G73.0*),"Type 1 malnutrition- related diabetes mellitus, with myasthenia gravis(G73.0*)",당뇨
E12.40,중증근무력증을 동반한 2형 영양실조-관련 당뇨병(G73.0*),"Type 2 malnutrition- related diabetes mellitus, with myasthenia gravis(G73.0*)",당뇨
E12.40,중증근무력증을 동반한 영양실조-관련 당뇨병(G73.0*),"Malnutrition-related diabetes mellitus, with myasthenia gravis(G73.0*)",당뇨
